2021-08-07 16:54:50,880 - root - INFO - train with paddle version: 2.1.2, gpu: 1
2021-08-07 16:54:50,880 - root - INFO - Number of training samples: 74820, iter: 293
2021-08-07 16:54:50,880 - root - INFO - Number of validation samples: 18706, iter: 74
2021-08-07 19:05:39,843 - root - INFO - Epoch [149/ 1000] batch [40/293]: loss = 0.3525, acc = 0.9328, lr = 0.001
2021-08-07 19:05:41,355 - root - INFO - Epoch [149/ 1000] batch [50/293]: loss = 0.3491, acc = 0.9328, lr = 0.001
2021-08-07 19:05:42,819 - root - INFO - Epoch [149/ 1000] batch [60/293]: loss = 0.3570, acc = 0.9328, lr = 0.001
2021-08-07 19:05:44,496 - root - INFO - Epoch [149/ 1000] batch [70/293]: loss = 0.3540, acc = 0.9328, lr = 0.001
2021-08-07 19:05:46,086 - root - INFO - Epoch [149/ 1000] batch [80/293]: loss = 0.3620, acc = 0.9328, lr = 0.001
2021-08-07 19:05:47,875 - root - INFO - Epoch [149/ 1000] batch [90/293]: loss = 0.3814, acc = 0.9328, lr = 0.001
2021-08-07 19:05:49,339 - root - INFO - Epoch [149/ 1000] batch [100/293]: loss = 0.3660, acc = 0.9328, lr = 0.001
2021-08-07 19:05:50,913 - root - INFO - Epoch [149/ 1000] batch [110/293]: loss = 0.3579, acc = 0.9328, lr = 0.001
2021-08-07 19:05:52,594 - root - INFO - Epoch [149/ 1000] batch [120/293]: loss = 0.3641, acc = 0.9328, lr = 0.001
2021-08-07 19:05:54,038 - root - INFO - Epoch [149/ 1000] batch [130/293]: loss = 0.3640, acc = 0.9328, lr = 0.001
2021-08-07 19:05:55,501 - root - INFO - Epoch [149/ 1000] batch [140/293]: loss = 0.3662, acc = 0.9328, lr = 0.001
2021-08-07 19:05:56,830 - root - INFO - Epoch [149/ 1000] batch [150/293]: loss = 0.3697, acc = 0.9328, lr = 0.001
2021-08-07 19:05:58,268 - root - INFO - Epoch [149/ 1000] batch [160/293]: loss = 0.3575, acc = 0.9328, lr = 0.001
2021-08-07 19:05:59,621 - root - INFO - Epoch [149/ 1000] batch [170/293]: loss = 0.3804, acc = 0.9328, lr = 0.001
2021-08-07 19:06:00,968 - root - INFO - Epoch [149/ 1000] batch [180/293]: loss = 0.3564, acc = 0.9328, lr = 0.001
2021-08-07 19:06:02,352 - root - INFO - Epoch [149/ 1000] batch [190/293]: loss = 0.3524, acc = 0.9328, lr = 0.001
2021-08-07 19:06:03,817 - root - INFO - Epoch [149/ 1000] batch [200/293]: loss = 0.3730, acc = 0.9328, lr = 0.001
2021-08-07 19:06:05,411 - root - INFO - Epoch [149/ 1000] batch [210/293]: loss = 0.3716, acc = 0.9328, lr = 0.001
2021-08-07 19:06:07,064 - root - INFO - Epoch [149/ 1000] batch [220/293]: loss = 0.3654, acc = 0.9328, lr = 0.001
2021-08-07 19:06:08,334 - root - INFO - Epoch [149/ 1000] batch [230/293]: loss = 0.3812, acc = 0.9328, lr = 0.001
2021-08-07 19:06:09,607 - root - INFO - Epoch [149/ 1000] batch [240/293]: loss = 0.3544, acc = 0.9328, lr = 0.001
2021-08-07 19:06:11,087 - root - INFO - Epoch [149/ 1000] batch [250/293]: loss = 0.3616, acc = 0.9328, lr = 0.001
2021-08-07 19:06:12,627 - root - INFO - Epoch [149/ 1000] batch [260/293]: loss = 0.3758, acc = 0.9328, lr = 0.001
2021-08-07 19:06:14,135 - root - INFO - Epoch [149/ 1000] batch [270/293]: loss = 0.3703, acc = 0.9328, lr = 0.001
2021-08-07 19:06:16,101 - root - INFO - Epoch [149/ 1000] batch [280/293]: loss = 0.3643, acc = 0.9328, lr = 0.001
2021-08-07 19:06:17,542 - root - INFO - Epoch [149/ 1000] batch [290/293]: loss = 0.3644, acc = 0.9328, lr = 0.001
2021-08-07 19:06:17,819 - root - INFO - Epoch 149 train acc = 0.9328, lr = 0.001
2021-08-07 19:06:25,567 - root - INFO - Epoch 149 eval acc = 0.9562, bect_acc = 0.9562, best epoch = 149
2021-08-07 19:06:27,296 - root - INFO - Epoch [150/ 1000] batch [0/293]: loss = 0.3513, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:28,758 - root - INFO - Epoch [150/ 1000] batch [10/293]: loss = 0.3475, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:30,161 - root - INFO - Epoch [150/ 1000] batch [20/293]: loss = 0.3526, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:31,517 - root - INFO - Epoch [150/ 1000] batch [30/293]: loss = 0.3561, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:33,378 - root - INFO - Epoch [150/ 1000] batch [40/293]: loss = 0.3637, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:34,772 - root - INFO - Epoch [150/ 1000] batch [50/293]: loss = 0.3692, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:35,971 - root - INFO - Epoch [150/ 1000] batch [60/293]: loss = 0.3592, acc = 0.9328, lr = 0.0001
2021-08-07 19:06:37,291 - root - INFO - Epoch [150/ 1000] batch [70/293]: loss = 0.3789, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:39,175 - root - INFO - Epoch [150/ 1000] batch [80/293]: loss = 0.3545, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:40,944 - root - INFO - Epoch [150/ 1000] batch [90/293]: loss = 0.3488, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:42,398 - root - INFO - Epoch [150/ 1000] batch [100/293]: loss = 0.3657, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:43,956 - root - INFO - Epoch [150/ 1000] batch [110/293]: loss = 0.3411, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:45,616 - root - INFO - Epoch [150/ 1000] batch [120/293]: loss = 0.3493, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:47,389 - root - INFO - Epoch [150/ 1000] batch [130/293]: loss = 0.3722, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:49,015 - root - INFO - Epoch [150/ 1000] batch [140/293]: loss = 0.3627, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:50,572 - root - INFO - Epoch [150/ 1000] batch [150/293]: loss = 0.3532, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:52,048 - root - INFO - Epoch [150/ 1000] batch [160/293]: loss = 0.3540, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:53,405 - root - INFO - Epoch [150/ 1000] batch [170/293]: loss = 0.3664, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:54,967 - root - INFO - Epoch [150/ 1000] batch [180/293]: loss = 0.3476, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:56,401 - root - INFO - Epoch [150/ 1000] batch [190/293]: loss = 0.3574, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:57,952 - root - INFO - Epoch [150/ 1000] batch [200/293]: loss = 0.3498, acc = 0.9329, lr = 0.0001
2021-08-07 19:06:59,617 - root - INFO - Epoch [150/ 1000] batch [210/293]: loss = 0.3785, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:00,877 - root - INFO - Epoch [150/ 1000] batch [220/293]: loss = 0.3488, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:02,512 - root - INFO - Epoch [150/ 1000] batch [230/293]: loss = 0.3502, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:03,758 - root - INFO - Epoch [150/ 1000] batch [240/293]: loss = 0.3754, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:05,628 - root - INFO - Epoch [150/ 1000] batch [250/293]: loss = 0.3574, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:07,084 - root - INFO - Epoch [150/ 1000] batch [260/293]: loss = 0.3547, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:08,608 - root - INFO - Epoch [150/ 1000] batch [270/293]: loss = 0.3705, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:10,167 - root - INFO - Epoch [150/ 1000] batch [280/293]: loss = 0.3413, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:11,814 - root - INFO - Epoch [150/ 1000] batch [290/293]: loss = 0.3692, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:12,057 - root - INFO - Epoch 150 train acc = 0.9329, lr = 0.0001
2021-08-07 19:07:20,100 - root - INFO - Epoch 150 eval acc = 0.9570, bect_acc = 0.9570, best epoch = 150
2021-08-07 19:07:21,953 - root - INFO - Epoch [151/ 1000] batch [0/293]: loss = 0.3620, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:23,241 - root - INFO - Epoch [151/ 1000] batch [10/293]: loss = 0.3602, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:24,649 - root - INFO - Epoch [151/ 1000] batch [20/293]: loss = 0.3514, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:26,134 - root - INFO - Epoch [151/ 1000] batch [30/293]: loss = 0.3624, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:27,547 - root - INFO - Epoch [151/ 1000] batch [40/293]: loss = 0.3698, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:29,143 - root - INFO - Epoch [151/ 1000] batch [50/293]: loss = 0.3623, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:30,763 - root - INFO - Epoch [151/ 1000] batch [60/293]: loss = 0.3425, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:32,333 - root - INFO - Epoch [151/ 1000] batch [70/293]: loss = 0.3811, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:33,904 - root - INFO - Epoch [151/ 1000] batch [80/293]: loss = 0.3972, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:35,112 - root - INFO - Epoch [151/ 1000] batch [90/293]: loss = 0.3569, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:36,792 - root - INFO - Epoch [151/ 1000] batch [100/293]: loss = 0.3605, acc = 0.9329, lr = 0.0001
2021-08-07 19:07:38,659 - root - INFO - Epoch [151/ 1000] batch [110/293]: loss = 0.3490, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:40,203 - root - INFO - Epoch [151/ 1000] batch [120/293]: loss = 0.3685, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:41,687 - root - INFO - Epoch [151/ 1000] batch [130/293]: loss = 0.3717, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:43,040 - root - INFO - Epoch [151/ 1000] batch [140/293]: loss = 0.3792, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:44,344 - root - INFO - Epoch [151/ 1000] batch [150/293]: loss = 0.3511, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:45,546 - root - INFO - Epoch [151/ 1000] batch [160/293]: loss = 0.3767, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:46,973 - root - INFO - Epoch [151/ 1000] batch [170/293]: loss = 0.3700, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:48,672 - root - INFO - Epoch [151/ 1000] batch [180/293]: loss = 0.3528, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:50,422 - root - INFO - Epoch [151/ 1000] batch [190/293]: loss = 0.3650, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:51,737 - root - INFO - Epoch [151/ 1000] batch [200/293]: loss = 0.3554, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:53,337 - root - INFO - Epoch [151/ 1000] batch [210/293]: loss = 0.3458, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:54,659 - root - INFO - Epoch [151/ 1000] batch [220/293]: loss = 0.3652, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:56,328 - root - INFO - Epoch [151/ 1000] batch [230/293]: loss = 0.3777, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:57,690 - root - INFO - Epoch [151/ 1000] batch [240/293]: loss = 0.3644, acc = 0.9330, lr = 0.0001
2021-08-07 19:07:59,132 - root - INFO - Epoch [151/ 1000] batch [250/293]: loss = 0.3715, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:00,715 - root - INFO - Epoch [151/ 1000] batch [260/293]: loss = 0.3744, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:02,258 - root - INFO - Epoch [151/ 1000] batch [270/293]: loss = 0.3651, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:03,895 - root - INFO - Epoch [151/ 1000] batch [280/293]: loss = 0.3715, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:05,179 - root - INFO - Epoch [151/ 1000] batch [290/293]: loss = 0.3748, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:05,416 - root - INFO - Epoch 151 train acc = 0.9330, lr = 0.0001
2021-08-07 19:08:13,094 - root - INFO - Epoch 151 eval acc = 0.9567, bect_acc = 0.9570, best epoch = 150
2021-08-07 19:08:14,823 - root - INFO - Epoch [152/ 1000] batch [0/293]: loss = 0.3691, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:16,157 - root - INFO - Epoch [152/ 1000] batch [10/293]: loss = 0.3528, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:17,563 - root - INFO - Epoch [152/ 1000] batch [20/293]: loss = 0.3632, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:18,775 - root - INFO - Epoch [152/ 1000] batch [30/293]: loss = 0.3627, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:20,537 - root - INFO - Epoch [152/ 1000] batch [40/293]: loss = 0.3703, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:21,718 - root - INFO - Epoch [152/ 1000] batch [50/293]: loss = 0.3509, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:22,965 - root - INFO - Epoch [152/ 1000] batch [60/293]: loss = 0.3866, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:24,244 - root - INFO - Epoch [152/ 1000] batch [70/293]: loss = 0.3964, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:25,738 - root - INFO - Epoch [152/ 1000] batch [80/293]: loss = 0.3649, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:27,085 - root - INFO - Epoch [152/ 1000] batch [90/293]: loss = 0.3627, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:28,727 - root - INFO - Epoch [152/ 1000] batch [100/293]: loss = 0.3701, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:30,178 - root - INFO - Epoch [152/ 1000] batch [110/293]: loss = 0.3477, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:31,610 - root - INFO - Epoch [152/ 1000] batch [120/293]: loss = 0.3758, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:33,332 - root - INFO - Epoch [152/ 1000] batch [130/293]: loss = 0.3774, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:34,721 - root - INFO - Epoch [152/ 1000] batch [140/293]: loss = 0.3554, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:35,879 - root - INFO - Epoch [152/ 1000] batch [150/293]: loss = 0.3640, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:37,327 - root - INFO - Epoch [152/ 1000] batch [160/293]: loss = 0.3664, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:38,850 - root - INFO - Epoch [152/ 1000] batch [170/293]: loss = 0.3717, acc = 0.9330, lr = 0.0001
2021-08-07 19:08:40,638 - root - INFO - Epoch [152/ 1000] batch [180/293]: loss = 0.3591, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:41,973 - root - INFO - Epoch [152/ 1000] batch [190/293]: loss = 0.3731, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:43,187 - root - INFO - Epoch [152/ 1000] batch [200/293]: loss = 0.4035, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:44,345 - root - INFO - Epoch [152/ 1000] batch [210/293]: loss = 0.3542, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:45,664 - root - INFO - Epoch [152/ 1000] batch [220/293]: loss = 0.3498, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:47,174 - root - INFO - Epoch [152/ 1000] batch [230/293]: loss = 0.3755, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:48,546 - root - INFO - Epoch [152/ 1000] batch [240/293]: loss = 0.3611, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:49,858 - root - INFO - Epoch [152/ 1000] batch [250/293]: loss = 0.3669, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:51,403 - root - INFO - Epoch [152/ 1000] batch [260/293]: loss = 0.3568, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:52,781 - root - INFO - Epoch [152/ 1000] batch [270/293]: loss = 0.3497, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:54,208 - root - INFO - Epoch [152/ 1000] batch [280/293]: loss = 0.3833, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:55,479 - root - INFO - Epoch [152/ 1000] batch [290/293]: loss = 0.3631, acc = 0.9331, lr = 0.0001
2021-08-07 19:08:55,750 - root - INFO - Epoch 152 train acc = 0.9331, lr = 0.0001
2021-08-07 19:09:03,144 - root - INFO - Epoch 152 eval acc = 0.9565, bect_acc = 0.9570, best epoch = 150
2021-08-07 19:09:04,768 - root - INFO - Epoch [153/ 1000] batch [0/293]: loss = 0.3770, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:06,228 - root - INFO - Epoch [153/ 1000] batch [10/293]: loss = 0.3522, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:07,476 - root - INFO - Epoch [153/ 1000] batch [20/293]: loss = 0.3807, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:09,046 - root - INFO - Epoch [153/ 1000] batch [30/293]: loss = 0.3933, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:10,566 - root - INFO - Epoch [153/ 1000] batch [40/293]: loss = 0.3737, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:12,332 - root - INFO - Epoch [153/ 1000] batch [50/293]: loss = 0.3574, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:13,989 - root - INFO - Epoch [153/ 1000] batch [60/293]: loss = 0.3722, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:15,528 - root - INFO - Epoch [153/ 1000] batch [70/293]: loss = 0.3899, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:17,095 - root - INFO - Epoch [153/ 1000] batch [80/293]: loss = 0.3606, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:18,835 - root - INFO - Epoch [153/ 1000] batch [90/293]: loss = 0.3725, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:20,173 - root - INFO - Epoch [153/ 1000] batch [100/293]: loss = 0.3589, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:21,627 - root - INFO - Epoch [153/ 1000] batch [110/293]: loss = 0.3712, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:22,867 - root - INFO - Epoch [153/ 1000] batch [120/293]: loss = 0.3797, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:24,278 - root - INFO - Epoch [153/ 1000] batch [130/293]: loss = 0.3661, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:25,607 - root - INFO - Epoch [153/ 1000] batch [140/293]: loss = 0.3476, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:26,837 - root - INFO - Epoch [153/ 1000] batch [150/293]: loss = 0.3706, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:28,084 - root - INFO - Epoch [153/ 1000] batch [160/293]: loss = 0.3840, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:29,680 - root - INFO - Epoch [153/ 1000] batch [170/293]: loss = 0.3820, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:31,342 - root - INFO - Epoch [153/ 1000] batch [180/293]: loss = 0.3498, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:32,912 - root - INFO - Epoch [153/ 1000] batch [190/293]: loss = 0.3393, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:34,086 - root - INFO - Epoch [153/ 1000] batch [200/293]: loss = 0.3713, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:35,526 - root - INFO - Epoch [153/ 1000] batch [210/293]: loss = 0.3730, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:37,105 - root - INFO - Epoch [153/ 1000] batch [220/293]: loss = 0.3551, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:38,591 - root - INFO - Epoch [153/ 1000] batch [230/293]: loss = 0.3744, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:40,376 - root - INFO - Epoch [153/ 1000] batch [240/293]: loss = 0.3595, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:41,828 - root - INFO - Epoch [153/ 1000] batch [250/293]: loss = 0.3837, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:43,205 - root - INFO - Epoch [153/ 1000] batch [260/293]: loss = 0.3565, acc = 0.9331, lr = 0.0001
2021-08-07 19:09:44,584 - root - INFO - Epoch [153/ 1000] batch [270/293]: loss = 0.3708, acc = 0.9332, lr = 0.0001
2021-08-07 19:09:46,166 - root - INFO - Epoch [153/ 1000] batch [280/293]: loss = 0.3796, acc = 0.9332, lr = 0.0001
2021-08-07 19:09:47,547 - root - INFO - Epoch [153/ 1000] batch [290/293]: loss = 0.3652, acc = 0.9332, lr = 0.0001
2021-08-07 19:09:47,771 - root - INFO - Epoch 153 train acc = 0.9332, lr = 0.0001
2021-08-07 19:09:55,487 - root - INFO - Epoch 153 eval acc = 0.9564, bect_acc = 0.9570, best epoch = 150
2021-08-07 19:09:57,132 - root - INFO - Epoch [154/ 1000] batch [0/293]: loss = 0.3597, acc = 0.9332, lr = 0.0001
2021-08-07 19:09:58,464 - root - INFO - Epoch [154/ 1000] batch [10/293]: loss = 0.3577, acc = 0.9332, lr = 0.0001
2021-08-07 19:09:59,845 - root - INFO - Epoch [154/ 1000] batch [20/293]: loss = 0.3775, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:01,044 - root - INFO - Epoch [154/ 1000] batch [30/293]: loss = 0.3725, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:03,067 - root - INFO - Epoch [154/ 1000] batch [40/293]: loss = 0.3758, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:04,774 - root - INFO - Epoch [154/ 1000] batch [50/293]: loss = 0.3676, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:06,193 - root - INFO - Epoch [154/ 1000] batch [60/293]: loss = 0.3727, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:07,782 - root - INFO - Epoch [154/ 1000] batch [70/293]: loss = 0.3673, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:09,461 - root - INFO - Epoch [154/ 1000] batch [80/293]: loss = 0.3732, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:11,054 - root - INFO - Epoch [154/ 1000] batch [90/293]: loss = 0.3726, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:12,693 - root - INFO - Epoch [154/ 1000] batch [100/293]: loss = 0.3701, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:14,218 - root - INFO - Epoch [154/ 1000] batch [110/293]: loss = 0.3624, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:15,961 - root - INFO - Epoch [154/ 1000] batch [120/293]: loss = 0.3909, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:17,311 - root - INFO - Epoch [154/ 1000] batch [130/293]: loss = 0.3724, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:18,899 - root - INFO - Epoch [154/ 1000] batch [140/293]: loss = 0.3420, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:20,439 - root - INFO - Epoch [154/ 1000] batch [150/293]: loss = 0.3411, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:22,172 - root - INFO - Epoch [154/ 1000] batch [160/293]: loss = 0.3286, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:23,933 - root - INFO - Epoch [154/ 1000] batch [170/293]: loss = 0.3736, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:25,331 - root - INFO - Epoch [154/ 1000] batch [180/293]: loss = 0.3687, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:26,788 - root - INFO - Epoch [154/ 1000] batch [190/293]: loss = 0.3731, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:28,239 - root - INFO - Epoch [154/ 1000] batch [200/293]: loss = 0.3536, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:30,111 - root - INFO - Epoch [154/ 1000] batch [210/293]: loss = 0.3810, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:31,825 - root - INFO - Epoch [154/ 1000] batch [220/293]: loss = 0.3626, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:33,498 - root - INFO - Epoch [154/ 1000] batch [230/293]: loss = 0.3938, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:35,532 - root - INFO - Epoch [154/ 1000] batch [240/293]: loss = 0.3610, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:37,179 - root - INFO - Epoch [154/ 1000] batch [250/293]: loss = 0.3687, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:38,541 - root - INFO - Epoch [154/ 1000] batch [260/293]: loss = 0.3777, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:39,909 - root - INFO - Epoch [154/ 1000] batch [270/293]: loss = 0.3644, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:41,857 - root - INFO - Epoch [154/ 1000] batch [280/293]: loss = 0.3753, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:43,239 - root - INFO - Epoch [154/ 1000] batch [290/293]: loss = 0.3729, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:43,491 - root - INFO - Epoch 154 train acc = 0.9332, lr = 0.0001
2021-08-07 19:10:51,140 - root - INFO - Epoch 154 eval acc = 0.9555, bect_acc = 0.9570, best epoch = 150
2021-08-07 19:10:53,006 - root - INFO - Epoch [155/ 1000] batch [0/293]: loss = 0.3571, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:54,445 - root - INFO - Epoch [155/ 1000] batch [10/293]: loss = 0.3525, acc = 0.9332, lr = 0.0001
2021-08-07 19:10:55,780 - root - INFO - Epoch [155/ 1000] batch [20/293]: loss = 0.3313, acc = 0.9333, lr = 0.0001
2021-08-07 19:10:57,329 - root - INFO - Epoch [155/ 1000] batch [30/293]: loss = 0.3618, acc = 0.9333, lr = 0.0001
2021-08-07 19:10:58,681 - root - INFO - Epoch [155/ 1000] batch [40/293]: loss = 0.3613, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:00,198 - root - INFO - Epoch [155/ 1000] batch [50/293]: loss = 0.3308, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:01,699 - root - INFO - Epoch [155/ 1000] batch [60/293]: loss = 0.3607, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:03,237 - root - INFO - Epoch [155/ 1000] batch [70/293]: loss = 0.3490, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:05,354 - root - INFO - Epoch [155/ 1000] batch [80/293]: loss = 0.3686, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:06,903 - root - INFO - Epoch [155/ 1000] batch [90/293]: loss = 0.3728, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:08,468 - root - INFO - Epoch [155/ 1000] batch [100/293]: loss = 0.3672, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:09,883 - root - INFO - Epoch [155/ 1000] batch [110/293]: loss = 0.3752, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:11,465 - root - INFO - Epoch [155/ 1000] batch [120/293]: loss = 0.3760, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:12,830 - root - INFO - Epoch [155/ 1000] batch [130/293]: loss = 0.3683, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:14,064 - root - INFO - Epoch [155/ 1000] batch [140/293]: loss = 0.3832, acc = 0.9333, lr = 0.0001
2021-08-07 19:11:15,393 - root - INFO - Epoch [155/ 1000] batch [150/293]: loss = 0.3545, acc = 0.9333, lr = 0.0001
